2005_6_30 3800.0 3830.0 3780.0 3820.0 3581300.0 3820.0
2005_7_1 3830.0 3860.0 3820.0 3850.0 3535700.0 3850.0
2005_7_4 3850.0 3860.0 3810.0 3810.0 2307800.0 3810.0
2005_7_5 3840.0 3850.0 3800.0 3810.0 2681400.0 3810.0
2005_7_6 3830.0 3890.0 3820.0 3880.0 4477800.0 3880.0
2005_7_7 3880.0 3900.0 3860.0 3890.0 4765000.0 3890.0
2005_7_8 3850.0 3870.0 3840.0 3860.0 3999400.0 3860.0
2005_7_11 3890.0 3920.0 3880.0 3890.0 2934300.0 3890.0
2005_7_12 3940.0 3960.0 3920.0 3940.0 5297100.0 3940.0
2005_7_13 3930.0 3970.0 3910.0 3950.0 4825700.0 3950.0
2005_7_14 3980.0 3990.0 3970.0 3990.0 3892000.0 3990.0
2005_7_15 4010.0 4010.0 3970.0 3970.0 3542200.0 3970.0
2005_7_19 3990.0 4000.0 3980.0 4000.0 3199000.0 4000.0
2005_7_20 4000.0 4010.0 3970.0 3980.0 2751000.0 3980.0
2005_7_21 3950.0 3970.0 3900.0 3900.0 3826400.0 3900.0
2005_7_22 3910.0 3910.0 3830.0 3840.0 4130400.0 3840.0
2005_7_25 3820.0 3870.0 3820.0 3840.0 4523600.0 3840.0
2005_7_26 3840.0 3850.0 3810.0 3820.0 2640700.0 3820.0
2005_7_27 3860.0 3870.0 3830.0 3840.0 2609100.0 3840.0
2005_7_28 3860.0 3880.0 3820.0 3850.0 4221000.0 3850.0
2005_7_29 3750.0 3750.0 3660.0 3710.0 13972300.0 3710.0
2005_8_1 3700.0 3710.0 3660.0 3670.0 5916700.0 3670.0
2005_8_2 3680.0 3710.0 3670.0 3710.0 4609600.0 3710.0
2005_8_3 3740.0 3760.0 3730.0 3750.0 6036900.0 3750.0
2005_8_4 3750.0 3750.0 3720.0 3730.0 4026400.0 3730.0
2005_8_5 3730.0 3760.0 3720.0 3720.0 5711600.0 3720.0
2005_8_8 3710.0 3730.0 3700.0 3710.0 4812100.0 3710.0
2005_8_9 3730.0 3760.0 3720.0 3750.0 3651400.0 3750.0
2005_8_10 3740.0 3820.0 3740.0 3820.0 5966600.0 3820.0
2005_8_11 3810.0 3840.0 3780.0 3800.0 4497100.0 3800.0
2005_8_12 3770.0 3790.0 3720.0 3730.0 4404400.0 3730.0
2005_8_15 3710.0 3730.0 3690.0 3730.0 4479400.0 3730.0
2005_8_16 3680.0 3710.0 3670.0 3700.0 4849300.0 3700.0
2005_8_17 3700.0 3720.0 3690.0 3720.0 4482600.0 3720.0
2005_8_18 3720.0 3760.0 3690.0 3700.0 5314600.0 3700.0
2005_8_19 3680.0 3700.0 3660.0 3680.0 6092000.0 3680.0
2005_8_22 3690.0 3730.0 3690.0 3730.0 3061700.0 3730.0
2005_8_23 3740.0 3770.0 3720.0 3740.0 4930400.0 3740.0
2005_8_24 3710.0 3740.0 3690.0 3690.0 5500700.0 3690.0
2005_8_25 3700.0 3700.0 3680.0 3680.0 3743900.0 3680.0
2005_8_26 3670.0 3750.0 3670.0 3730.0 5264400.0 3730.0
2005_8_29 3690.0 3700.0 3660.0 3670.0 4980900.0 3670.0
2005_8_30 3710.0 3720.0 3680.0 3680.0 2848700.0 3680.0
2005_8_31 3680.0 3700.0 3670.0 3700.0 4395500.0 3700.0
2005_9_1 3710.0 3730.0 3700.0 3710.0 3524700.0 3710.0
