2005_10_27 3790.0 3790.0 3710.0 3730.0 4530100.0 3730.0
2005_10_28 3730.0 3790.0 3710.0 3710.0 8588100.0 3710.0
2005_10_31 3760.0 3790.0 3750.0 3760.0 4200100.0 3760.0
2005_11_1 3800.0 3860.0 3790.0 3860.0 3733700.0 3860.0
2005_11_2 3780.0 3810.0 3770.0 3800.0 5042000.0 3800.0
2005_11_4 3900.0 3940.0 3880.0 3910.0 9906000.0 3910.0
2005_11_7 3890.0 3950.0 3890.0 3920.0 4053200.0 3920.0
2005_11_8 3920.0 3970.0 3910.0 3950.0 4693900.0 3950.0
2005_11_9 3930.0 4080.0 3920.0 4010.0 12348300.0 4010.0
2005_11_10 3960.0 4020.0 3960.0 4000.0 6311600.0 4000.0
2005_11_11 4000.0 4030.0 3960.0 3980.0 5300000.0 3980.0
2005_11_14 4050.0 4050.0 3970.0 4000.0 5038200.0 4000.0
2005_11_15 4000.0 4070.0 3980.0 4020.0 7454000.0 4020.0
2005_11_16 4000.0 4020.0 3980.0 3990.0 4154700.0 3990.0
2005_11_17 3980.0 4080.0 3970.0 4060.0 6150900.0 4060.0
2005_11_18 4100.0 4240.0 4090.0 4200.0 17740200.0 4200.0
2005_11_21 4230.0 4420.0 4220.0 4310.0 21447200.0 4310.0
2005_11_22 4300.0 4350.0 4250.0 4340.0 10813900.0 4340.0
2005_11_24 4350.0 4430.0 4330.0 4390.0 12297300.0 4390.0
2005_11_25 4340.0 4390.0 4290.0 4360.0 5951200.0 4360.0
2005_11_28 4410.0 4580.0 4400.0 4530.0 14498500.0 4530.0
2005_11_29 4450.0 4510.0 4430.0 4450.0 8679200.0 4450.0
2005_11_30 4490.0 4500.0 4450.0 4450.0 4365100.0 4450.0
2005_12_1 4430.0 4500.0 4410.0 4460.0 6333100.0 4460.0
2005_12_2 4520.0 4570.0 4470.0 4520.0 8202000.0 4520.0
2005_12_5 4530.0 4560.0 4490.0 4560.0 5743400.0 4560.0
2005_12_6 4460.0 4530.0 4430.0 4440.0 4447200.0 4440.0
2005_12_7 4540.0 4570.0 4470.0 4500.0 4423200.0 4500.0
2005_12_8 4470.0 4500.0 4370.0 4370.0 4841100.0 4370.0
2005_12_9 4410.0 4500.0 4380.0 4450.0 7972200.0 4450.0
2005_12_12 4450.0 4510.0 4440.0 4480.0 4595100.0 4480.0
2005_12_13 4480.0 4500.0 4450.0 4500.0 3824100.0 4500.0
2005_12_14 4450.0 4470.0 4340.0 4390.0 5251400.0 4390.0
2005_12_15 4420.0 4420.0 4260.0 4330.0 6854400.0 4330.0
2005_12_16 4280.0 4360.0 4250.0 4280.0 5156900.0 4280.0
2005_12_19 4350.0 4370.0 4300.0 4340.0 3368300.0 4340.0
2005_12_20 4330.0 4390.0 4320.0 4390.0 4050300.0 4390.0
2005_12_21 4350.0 4440.0 4350.0 4400.0 5091700.0 4400.0
2005_12_22 4450.0 4730.0 4440.0 4630.0 25170300.0 4630.0
2005_12_26 4600.0 4700.0 4580.0 4620.0 6559700.0 4620.0
2005_12_27 4600.0 4630.0 4580.0 4610.0 3846000.0 4610.0
2005_12_28 4590.0 4790.0 4550.0 4770.0 9425700.0 4770.0
2005_12_29 4760.0 5020.0 4750.0 4880.0 19349400.0 4880.0
2005_12_30 4920.0 4970.0 4820.0 4820.0 6972000.0 4820.0
2006_1_4 4850.0 4860.0 4700.0 4730.0 7258500.0 4730.0
2006_1_5 4820.0 4950.0 4780.0 4940.0 12215800.0 4940.0
2006_1_6 4900.0 4940.0 4810.0 4870.0 9887400.0 4870.0
2006_1_10 4920.0 4930.0 4800.0 4800.0 8320100.0 4800.0
2006_1_11 4850.0 5030.0 4800.0 5000.0 13991100.0 5000.0
2006_1_12 5020.0 5210.0 5010.0 5120.0 20628500.0 5120.0
2006_1_13 5100.0 5180.0 5090.0 5120.0 8540700.0 5120.0
2006_1_16 5020.0 5070.0 4990.0 5030.0 6682100.0 5030.0
2006_1_17 4980.0 5010.0 4880.0 4910.0 7548900.0 4910.0
2006_1_18 4870.0 4920.0 4710.0 4860.0 7969900.0 4860.0
2006_1_19 4890.0 4960.0 4860.0 4900.0 5593200.0 4900.0
2006_1_20 4980.0 5110.0 4960.0 5020.0 11444000.0 5020.0
2006_1_23 4870.0 5060.0 4860.0 4950.0 8441000.0 4950.0
2006_1_24 5030.0 5090.0 4990.0 4990.0 6990800.0 4990.0
2006_1_25 5060.0 5110.0 4950.0 4950.0 9119100.0 4950.0
2006_1_26 5150.0 5180.0 5050.0 5080.0 11006400.0 5080.0
2006_1_27 5780.0 6040.0 5700.0 5800.0 42046500.0 5800.0
2006_1_30 5810.0 6010.0 5750.0 5850.0 18822100.0 5850.0
2006_1_31 5800.0 5810.0 5700.0 5700.0 8478300.0 5700.0
2006_2_1 5710.0 5780.0 5510.0 5570.0 18027400.0 5570.0
2006_2_2 5770.0 5850.0 5730.0 5820.0 12417900.0 5820.0
2006_2_3 5720.0 5870.0 5720.0 5790.0 9026900.0 5790.0
2006_2_6 5840.0 5870.0 5740.0 5810.0 6635500.0 5810.0
2006_2_7 5790.0 5800.0 5700.0 5730.0 5350100.0 5730.0
2006_2_8 5670.0 5680.0 5570.0 5600.0 5731000.0 5600.0
2006_2_9 5690.0 5810.0 5680.0 5730.0 10609000.0 5730.0
2006_2_10 5830.0 5870.0 5700.0 5860.0 12690600.0 5860.0
2006_2_13 5760.0 5970.0 5730.0 5740.0 13548400.0 5740.0
2006_2_14 5700.0 5800.0 5640.0 5780.0 8799500.0 5780.0
2006_2_15 5780.0 5790.0 5480.0 5510.0 9481300.0 5510.0
2006_2_16 5590.0 5730.0 5550.0 5660.0 8031300.0 5660.0
