2007_5_15 6540.0 6570.0 6360.0 6380.0 4107100.0 6380.0
2007_5_16 6400.0 6500.0 6270.0 6460.0 6448600.0 6460.0
2007_5_17 6720.0 6750.0 6590.0 6630.0 14055200.0 6630.0
2007_5_18 6660.0 6690.0 6600.0 6670.0 6303700.0 6670.0
2007_5_21 6700.0 6950.0 6690.0 6940.0 17681000.0 6940.0
2007_5_22 7040.0 7190.0 7030.0 7150.0 14286500.0 7150.0
2007_5_23 7180.0 7190.0 7080.0 7100.0 8018000.0 7100.0
2007_5_24 7020.0 7050.0 6930.0 6950.0 8340400.0 6950.0
2007_5_25 6850.0 6910.0 6830.0 6860.0 7256900.0 6860.0
2007_5_28 6950.0 6970.0 6850.0 6860.0 5450600.0 6860.0
2007_5_29 6860.0 6950.0 6850.0 6900.0 4366200.0 6900.0
2007_5_30 6900.0 6980.0 6890.0 6910.0 6392800.0 6910.0
2007_5_31 6990.0 7050.0 6970.0 7010.0 6095000.0 7010.0
2007_6_1 7000.0 7010.0 6930.0 6940.0 4719200.0 6940.0
2007_6_4 7030.0 7030.0 6900.0 6900.0 4107300.0 6900.0
2007_6_5 6900.0 6900.0 6780.0 6840.0 5885700.0 6840.0
2007_6_6 6830.0 6880.0 6790.0 6870.0 5368700.0 6870.0
2007_6_7 6770.0 6820.0 6730.0 6790.0 5668000.0 6790.0
2007_6_8 6670.0 6680.0 6560.0 6590.0 13834900.0 6590.0
2007_6_11 6620.0 6700.0 6620.0 6640.0 6899300.0 6640.0
2007_6_12 6680.0 6710.0 6530.0 6580.0 7169900.0 6580.0
2007_6_13 6520.0 6680.0 6500.0 6660.0 6471200.0 6660.0
2007_6_14 6740.0 6760.0 6650.0 6670.0 4703900.0 6670.0
2007_6_15 6710.0 6710.0 6620.0 6660.0 3707000.0 6660.0
2007_6_18 6720.0 6740.0 6670.0 6710.0 3804200.0 6710.0
2007_6_19 6700.0 6770.0 6660.0 6700.0 4748000.0 6700.0
2007_6_20 6660.0 6700.0 6620.0 6620.0 4239800.0 6620.0
2007_6_21 6570.0 6610.0 6510.0 6520.0 6778100.0 6520.0
2007_6_22 6530.0 6580.0 6470.0 6550.0 7668800.0 6550.0
2007_6_25 6520.0 6530.0 6460.0 6460.0 5199100.0 6460.0
2007_6_26 6460.0 6470.0 6370.0 6400.0 5637100.0 6400.0
2007_6_27 6310.0 6360.0 6240.0 6260.0 6855200.0 6260.0
2007_6_28 6270.0 6280.0 6190.0 6220.0 6233200.0 6220.0
2007_6_29 6240.0 6350.0 6180.0 6330.0 7668700.0 6330.0
2007_7_2 6350.0 6390.0 6280.0 6310.0 5805300.0 6310.0
2007_7_3 6280.0 6290.0 6140.0 6190.0 7884600.0 6190.0
2007_7_4 6220.0 6310.0 6200.0 6310.0 5802700.0 6310.0
2007_7_5 6370.0 6480.0 6360.0 6460.0 8039600.0 6460.0
2007_7_6 6550.0 6570.0 6470.0 6540.0 10374400.0 6540.0
2007_7_9 6580.0 6580.0 6460.0 6530.0 4837300.0 6530.0
2007_7_10 6540.0 6570.0 6430.0 6460.0 4893700.0 6460.0
2007_7_11 6360.0 6390.0 6330.0 6330.0 5192200.0 6330.0
2007_7_12 6340.0 6400.0 6310.0 6350.0 3393500.0 6350.0
2007_7_13 6450.0 6470.0 6390.0 6410.0 5752300.0 6410.0
2007_7_17 6460.0 6470.0 6340.0 6350.0 3357100.0 6350.0
2007_7_18 6350.0 6360.0 6280.0 6330.0 4149000.0 6330.0
2007_7_19 6300.0 6380.0 6290.0 6370.0 3043800.0 6370.0
2007_7_20 6330.0 6350.0 6250.0 6310.0 4430200.0 6310.0
2007_7_23 6210.0 6250.0 6170.0 6180.0 3579300.0 6180.0
2007_7_24 6280.0 6330.0 6190.0 6300.0 4512600.0 6300.0
2007_7_25 6210.0 6280.0 6190.0 6280.0 4930800.0 6280.0
2007_7_26 6270.0 6510.0 6270.0 6350.0 13245400.0 6350.0
2007_7_27 6250.0 6450.0 6190.0 6420.0 17652200.0 6420.0
2007_7_30 6310.0 6400.0 6240.0 6350.0 9312200.0 6350.0
2007_7_31 6310.0 6350.0 6270.0 6310.0 5087100.0 6310.0
2007_8_1 6260.0 6260.0 6110.0 6130.0 6585600.0 6130.0
2007_8_2 6140.0 6160.0 5980.0 6050.0 7504900.0 6050.0
2007_8_3 6120.0 6140.0 6080.0 6110.0 4498500.0 6110.0
2007_8_6 5910.0 5950.0 5900.0 5920.0 7518100.0 5920.0
2007_8_7 5950.0 6040.0 5950.0 5990.0 6790700.0 5990.0
2007_8_8 6000.0 6000.0 5890.0 5950.0 5983400.0 5950.0
2007_8_9 5960.0 6100.0 5950.0 6000.0 6902100.0 6000.0
2007_8_10 5840.0 5920.0 5760.0 5780.0 8297500.0 5780.0
2007_8_13 5700.0 5810.0 5690.0 5730.0 5118600.0 5730.0
2007_8_14 5780.0 5780.0 5650.0 5670.0 5217800.0 5670.0
2007_8_15 5570.0 5590.0 5500.0 5520.0 7675300.0 5520.0
2007_8_16 5430.0 5450.0 5310.0 5420.0 11482400.0 5420.0
2007_8_17 5250.0 5270.0 5050.0 5050.0 12355900.0 5050.0
2007_8_20 5250.0 5290.0 5180.0 5210.0 8122900.0 5210.0
2007_8_21 5290.0 5400.0 5270.0 5280.0 11210300.0 5280.0
2007_8_22 5320.0 5320.0 5210.0 5290.0 5742700.0 5290.0
2007_8_23 5480.0 5490.0 5420.0 5440.0 5944500.0 5440.0
2007_8_24 5490.0 5510.0 5410.0 5420.0 5142700.0 5420.0
2007_8_27 5460.0 5510.0 5350.0 5410.0 4717000.0 5410.0
2007_8_28 5390.0 5420.0 5290.0 5380.0 4533500.0 5380.0
