2007_11_12 2100.0 2135.0 2090.0 2110.0 7299000.0 2110.0
2007_11_13 2115.0 2210.0 2115.0 2190.0 9159000.0 2190.0
2007_11_14 2210.0 2220.0 2160.0 2200.0 5314000.0 2200.0
2007_11_15 2215.0 2215.0 2165.0 2185.0 4239000.0 2185.0
2007_11_16 2145.0 2170.0 2130.0 2140.0 4975000.0 2140.0
2007_11_19 2150.0 2245.0 2150.0 2195.0 9599000.0 2195.0
2007_11_20 2155.0 2295.0 2155.0 2280.0 13942000.0 2280.0
2007_11_21 2285.0 2290.0 2160.0 2170.0 9919000.0 2170.0
2007_11_22 2135.0 2215.0 2135.0 2175.0 6838000.0 2175.0
2007_11_26 2160.0 2230.0 2160.0 2210.0 5273000.0 2210.0
2007_11_27 2180.0 2275.0 2165.0 2265.0 6291000.0 2265.0
2007_11_28 2270.0 2275.0 2225.0 2240.0 6142000.0 2240.0
2007_11_29 2305.0 2325.0 2275.0 2295.0 6671000.0 2295.0
2007_11_30 2260.0 2290.0 2235.0 2235.0 8537000.0 2235.0
2007_12_3 2290.0 2290.0 2235.0 2265.0 3817000.0 2265.0
2007_12_4 2260.0 2285.0 2235.0 2265.0 5735000.0 2265.0
2007_12_5 2280.0 2350.0 2275.0 2335.0 9670000.0 2335.0
2007_12_6 2355.0 2380.0 2325.0 2380.0 7571000.0 2380.0
2007_12_7 2375.0 2395.0 2370.0 2370.0 5022000.0 2370.0
2007_12_10 2335.0 2340.0 2275.0 2325.0 7431000.0 2325.0
2007_12_11 2330.0 2350.0 2320.0 2340.0 5649000.0 2340.0
2007_12_12 2335.0 2395.0 2305.0 2370.0 8423000.0 2370.0
2007_12_13 2380.0 2390.0 2330.0 2335.0 8872000.0 2335.0
2007_12_14 2335.0 2360.0 2325.0 2350.0 9188000.0 2350.0
2007_12_17 2310.0 2330.0 2290.0 2315.0 4903000.0 2315.0
2007_12_18 2270.0 2275.0 2225.0 2245.0 5199000.0 2245.0
2007_12_19 2210.0 2255.0 2210.0 2225.0 4719000.0 2225.0
2007_12_20 2245.0 2310.0 2240.0 2280.0 9012000.0 2280.0
2007_12_21 2275.0 2315.0 2265.0 2300.0 6346000.0 2300.0
2007_12_25 2320.0 2345.0 2310.0 2325.0 2968000.0 2325.0
2007_12_26 2330.0 2345.0 2315.0 2335.0 2886000.0 2335.0
2007_12_27 2355.0 2370.0 2340.0 2370.0 4318000.0 2370.0
2007_12_28 2320.0 2325.0 2295.0 2315.0 3502000.0 2315.0
2008_1_4 2280.0 2290.0 2175.0 2175.0 6154000.0 2175.0
2008_1_7 2180.0 2220.0 2175.0 2190.0 8379000.0 2190.0
2008_1_8 2195.0 2215.0 2145.0 2165.0 9829000.0 2165.0
2008_1_9 2125.0 2170.0 2120.0 2170.0 8253000.0 2170.0
2008_1_10 2155.0 2180.0 2135.0 2160.0 7910000.0 2160.0
2008_1_11 2190.0 2235.0 2170.0 2180.0 15821000.0 2180.0
2008_1_15 2220.0 2265.0 2195.0 2225.0 12313000.0 2225.0
2008_1_16 2155.0 2225.0 2150.0 2185.0 10049000.0 2185.0
2008_1_17 2190.0 2205.0 2115.0 2190.0 9775000.0 2190.0
2008_1_18 2100.0 2150.0 2060.0 2135.0 11528000.0 2135.0
2008_1_21 2095.0 2110.0 2050.0 2050.0 7577000.0 2050.0
2008_1_22 1999.0 2040.0 1968.0 1972.0 12004000.0 1972.0
2008_1_23 2020.0 2030.0 1960.0 2000.0 10215000.0 2000.0
2008_1_24 2010.0 2025.0 1960.0 1998.0 10832000.0 1998.0
2008_1_25 2000.0 2060.0 1996.0 2055.0 8472000.0 2055.0
2008_1_28 2040.0 2055.0 2000.0 2000.0 6895000.0 2000.0
2008_1_29 2085.0 2140.0 2060.0 2140.0 8690000.0 2140.0
2008_1_30 2180.0 2180.0 2040.0 2070.0 10013000.0 2070.0
2008_1_31 2070.0 2250.0 2060.0 2250.0 14145000.0 2250.0
2008_2_1 2320.0 2380.0 2290.0 2360.0 19592000.0 2360.0
2008_2_4 2360.0 2380.0 2325.0 2340.0 9882000.0 2340.0
2008_2_5 2345.0 2370.0 2325.0 2370.0 7519000.0 2370.0
2008_2_6 2310.0 2315.0 2245.0 2275.0 11109000.0 2275.0
2008_2_7 2235.0 2270.0 2215.0 2255.0 7780000.0 2255.0
2008_2_8 2230.0 2270.0 2225.0 2235.0 8992000.0 2235.0
2008_2_12 2275.0 2290.0 2230.0 2255.0 7334000.0 2255.0
